n,Âµ(G),min geodesic,max geodesic,slika_min,slika_max,graph6_min,graph6_max
18,4,171,585,slike_geodesic_min/graf_min_mu4_n18.png,slike_geodesic_max/graf_geodesic_max_mu4_n18.png,Q?AACJ~G?_@??C?A??_?C??O??_,QACDCGO?QW_C?o?QC?@???G??C?
19,4,190,693,slike_geodesic_min/graf_min_mu4_n19.png,slike_geodesic_max/graf_geodesic_max_mu4_n19.png,R?AACJ~G?_@??C?A??_?C??O??_??_,RACD?G??QOaC?O?QC_S??g?A????G?
20,4,210,807,slike_geodesic_min/graf_min_mu4_n20.png,slike_geodesic_max/graf_geodesic_max_mu4_n20.png,S?AACJ~G?_@??C?A??_?C??O??_??_??O,SACD?G??QOaC?O?QC_S??g?A????GC???
21,4,231,928,slike_geodesic_min/graf_min_mu4_n21.png,slike_geodesic_max/graf_geodesic_max_mu4_n21.png,T?AACJ~G?_@??C?A??_?C??O??_??_??O??C,TACD?G??QOaC?O?QC_O??g????O?G?@?A??O
22,4,253,1059,slike_geodesic_min/graf_min_mu4_n22.png,slike_geodesic_max/graf_geodesic_max_mu4_n22.png,U?AACJ~G?_@??C?A??_?C??O??_??_??O??C???_,UACD?G??QOaC?O?QC_O??g????O??_??A??OC??O
23,4,276,1197,slike_geodesic_min/graf_min_mu4_n23.png,slike_geodesic_max/graf_geodesic_max_mu4_n23.png,V?AACJ~G?_@??C?A??_?C??O??_??_??O??C???_??A?,VACD?G??QOaC?O?QC_O??g????O??_??A??OC??O_???
24,4,300,1345,slike_geodesic_min/graf_min_mu4_n24.png,slike_geodesic_max/graf_geodesic_max_mu4_n24.png,W?AACJ~G?_@??C?A??_?C??O??_??_??O??C???_??A???C,WACD?G??QOaC?O?QC_O??g????O??_??E??OC???_????_?
25,4,325,1500,slike_geodesic_min/graf_min_mu4_n25.png,slike_geodesic_max/graf_geodesic_max_mu4_n25.png,X?AACJ~G?_@??C?A??_?C??O??_??_??O??C???_??A???C???C,XACD?G??QOaC?O?QC_O??g????O??_??E??OC???_????_?C???
26,4,351,1665,slike_geodesic_min/graf_min_mu4_n26.png,slike_geodesic_max/graf_geodesic_max_mu4_n26.png,Y?AACJ~G?_@??C?A??_?C??O??_??_??O??C???_??A???C???C???A?,YACD?G??QO_C?O?QC_O??g????O??C??C??QC?????????_???ACG??_
27,4,378,1837,slike_geodesic_min/graf_min_mu4_n27.png,slike_geodesic_max/graf_geodesic_max_mu4_n27.png,Z?AACJ~G?_@??C?A??_?C??O??_??_??O??C???_??A???C???C???A????_,ZACD?G??QO_C?O?QC_O??g????O??C??C??QC?????????_???ACG??a????
28,4,406,2019,slike_geodesic_min/graf_min_mu4_n28.png,slike_geodesic_max/graf_geodesic_max_mu4_n28.png,[?AACJ~G?_@??C?A??_?C??O??_??_??O??C???_??A???C???C???A????_???C,[ACD?G??QO_C?O?QC_S??g???????C??C????G???????A_???B?@???C?C?_??A
29,4,435,2208,slike_geodesic_min/graf_min_mu4_n29.png,slike_geodesic_max/graf_geodesic_max_mu4_n29.png,\?AACJ~G?_@??C?A??_?C??O??_??_??O??C???_??A???C???C???A????_???C????O,\ACD?G??QO_??O?QC_S??g???????C??C?C???????????o???BCG?C?C_?????A????O
30,4,465,2407,slike_geodesic_min/graf_min_mu4_n30.png,slike_geodesic_max/graf_geodesic_max_mu4_n30.png,]?AACJ~G?_@??C?A??_?C??O??_??_??O??C???_??A???C???C???A????_???C????O????_,]ACD?G??QO_??O?QC_S??g???????C??C?C???????????O???JC??C?C?_?@??A????O????_
10,5,55,119,slike_geodesic_min/graf_min_mu5_n10.png,slike_geodesic_max/graf_geodesic_max_mu5_n10.png,I?`@CR~C?,I?B@vbo?_
11,5,66,159,slike_geodesic_min/graf_min_mu5_n11.png,slike_geodesic_max/graf_geodesic_max_mu5_n11.png,J?`@CR~C??_,JI@COE`OLA_
12,5,78,200,slike_geodesic_min/graf_min_mu5_n12.png,slike_geodesic_max/graf_geodesic_max_mu5_n12.png,K?`@CR~C??_@,KHS_O@Q@QgOO
13,5,91,242,slike_geodesic_min/graf_min_mu5_n13.png,slike_geodesic_max/graf_geodesic_max_mu5_n13.png,L?`@CR~C??_@?@,LG?S?GoOH?eAqA
14,5,105,292,slike_geodesic_min/graf_min_mu5_n14.png,slike_geodesic_max/graf_geodesic_max_mu5_n14.png,M?`@CR~C??_@?@??_,MW??wGAGEP??G@qG?
15,5,120,365,slike_geodesic_min/graf_min_mu5_n15.png,slike_geodesic_max/graf_geodesic_max_mu5_n15.png,N?`@CR~C??_@?@??_?G,NW??OcA@EO?AG@qGC?_
16,5,136,484,slike_geodesic_min/graf_min_mu5_n16.png,slike_geodesic_max/graf_geodesic_max_mu5_n16.png,O?`@CR~C??_@?@??_?G?@,OW??O?ADU@?_G@oGC?_?g
17,5,153,578,slike_geodesic_min/graf_min_mu5_n17.png,slike_geodesic_max/graf_geodesic_max_mu5_n17.png,P?`@CR~C??_@?@??_?G?@??C,PW??W?ACU@AGG@oGC?_?_?C?
18,5,171,675,slike_geodesic_min/graf_min_mu5_n18.png,slike_geodesic_max/graf_geodesic_max_mu5_n18.png,Q?`@CR~C??_@?@??_?G?@??C??G,QW????EEU@AGG@?GC?_O??CC_C?
19,5,190,794,slike_geodesic_min/graf_min_mu5_n19.png,slike_geodesic_max/graf_geodesic_max_mu5_n19.png,R?`@CR~C??_@?@??_?G?@??C??G??G,RW?@???EUHAGG@??C?_??A?C_C?HA?
20,5,210,1059,slike_geodesic_min/graf_min_mu5_n20.png,slike_geodesic_max/graf_geodesic_max_mu5_n20.png,S?`@CR~C??_@?@??_?G?@??C??G??G??C,SO@????CSDAGG@@?C?_?_A?C_C?L?@?O?
21,5,231,1224,slike_geodesic_min/graf_min_mu5_n21.png,slike_geodesic_max/graf_geodesic_max_mu5_n21.png,T?`@CR~C??_@?@??_?G?@??C??G??G??C??@,TO@????CSDAGG@??C?_?aA?C_C?L?@?O???A
22,5,253,1409,slike_geodesic_min/graf_min_mu5_n22.png,slike_geodesic_max/graf_geodesic_max_mu5_n22.png,U?`@CR~C??_@?@??_?G?@??C??G??G??C??@???G,UO@????ESDAGG@A?C?_?A??O_C?D?????C?BGA??
23,5,276,1599,slike_geodesic_min/graf_min_mu5_n23.png,slike_geodesic_max/graf_geodesic_max_mu5_n23.png,V?`@CR~C??_@?@??_?G?@??C??G??G??C??@???G???_,VP??????Sd?GG@??C?_?AOCO?S?T??W????@@??@?O??
24,5,300,1809,slike_geodesic_min/graf_min_mu5_n24.png,slike_geodesic_max/graf_geodesic_max_mu5_n24.png,W?`@CR~C??_@?@??_?G?@??C??G??G??C??@???G???_??@,WP??????Sd?GG@??C?_?AOCO?S?T??W????@@??@?O???A?
25,5,325,2024,slike_geodesic_min/graf_min_mu5_n25.png,slike_geodesic_max/graf_geodesic_max_mu5_n25.png,X?`@CR~C??_@?@??_?G?@??C??G??G??C??@???G???_??@???@,X`??????Od?GG@O?C?_???CS?S?D??W????@???h?G???@?GA??
26,5,351,2521,slike_geodesic_min/graf_min_mu5_n26.png,slike_geodesic_max/graf_geodesic_max_mu5_n26.png,Y?`@CR~C??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_,Y`??????Od?GG@_?@???A?CO?S?L????CK?@???H?G???G?GA?????C?
27,5,378,2843,slike_geodesic_min/graf_min_mu5_n27.png,slike_geodesic_max/graf_geodesic_max_mu5_n27.png,Z?`@CR~C??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G,Z`??????Od?GG@??@???AOCO?S?L????CC?`???H?G???G?GA?????C??C??
28,5,406,3015,slike_geodesic_min/graf_min_mu5_n28.png,slike_geodesic_max/graf_geodesic_max_mu5_n28.png,[?`@CR~C??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@,[`??????Od?G?@??@??O?OCO?S?L????CC?@???H?G???G?GA?????C??CC@?G??
29,5,435,3490,slike_geodesic_min/graf_min_mu5_n29.png,slike_geodesic_max/graf_geodesic_max_mu5_n29.png,\?`@CR~C??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C,\@???????d???D??@G???oCO?S?L????CC?@??KH?G???G?GA?????C??A?@?G????A??
30,5,465,3846,slike_geodesic_min/graf_min_mu5_n30.png,slike_geodesic_max/graf_geodesic_max_mu5_n30.png,]?`@CR~C??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C????G,]@???????d???D??@G???oCO?S?L????CC?@??KH?G???G?GA?????C??A?@?G????A????G??
10,6,55,128,slike_geodesic_min/graf_geodesic_min_mu6_n10.png,slike_geodesic_max/graf_max_mu6_n10.png,I?ACKN~O?,IKQHSPAPo
11,6,66,160,slike_geodesic_min/graf_geodesic_min_mu6_n11.png,slike_geodesic_max/graf_max_mu6_n11.png,J?ACKN~O@??,Jr?Gk_SG{??
12,6,78,225,slike_geodesic_min/graf_geodesic_min_mu6_n12.png,slike_geodesic_max/graf_max_mu6_n12.png,K?ACKN~O@?A?,KDgY?o?oOCcc
13,6,91,266,slike_geodesic_min/graf_geodesic_min_mu6_n13.png,slike_geodesic_max/graf_max_mu6_n13.png,L?ACKN~O@?A?A?,LQ?YKOAOG?bO@P
14,6,105,328,slike_geodesic_min/graf_geodesic_min_mu6_n14.png,slike_geodesic_max/graf_max_mu6_n14.png,M?ACKN~O@?A?A??C?,MKhHK??Od??E?@O`?
15,6,120,395,slike_geodesic_min/graf_geodesic_min_mu6_n15.png,slike_geodesic_max/graf_max_mu6_n15.png,N?ACKN~O@?A?A??C?@?,N?hGG?@?TG?EO@O`U??
16,6,136,537,slike_geodesic_min/graf_geodesic_min_mu6_n16.png,slike_geodesic_max/graf_max_mu6_n16.png,O?ACKN~O@?A?A??C?@??G,O?HGK???OB?GOdOdE?@G?
17,6,153,637,slike_geodesic_min/graf_geodesic_min_mu6_n17.png,slike_geodesic_max/graf_max_mu6_n17.png,P?ACKN~O@?A?A??C?@??G??_,P?HGK???OB?GOdOdE?@G?G??
18,6,171,753,slike_geodesic_min/graf_geodesic_min_mu6_n18.png,slike_geodesic_max/graf_max_mu6_n18.png,Q?ACKN~O@?A?A??C?@??G??_?@?,Q?HGK?@?S@?GO`OdE???OG??c??
19,6,190,914,slike_geodesic_min/graf_geodesic_min_mu6_n19.png,slike_geodesic_max/graf_max_mu6_n19.png,R?ACKN~O@?A?A??C?@??G??_?@??@?,R?HGK?@?S`?GO`OdA????G?Cc?@???
20,6,210,1071,slike_geodesic_min/graf_geodesic_min_mu6_n20.png,slike_geodesic_max/graf_max_mu6_n20.png,S?ACKN~O@?A?A??C?@??G??_?@??@???_,S?HGK?@?S`?GO@OdA????G?Cc?@??@G??
21,6,231,1259,slike_geodesic_min/graf_geodesic_min_mu6_n21.png,slike_geodesic_max/graf_max_mu6_n21.png,T?ACKN~O@?A?A??C?@??G??_?@??@???_??G,T?HGK?@?S`?GO@OdA?@????C_?@G?@G???G?
22,6,253,1874,slike_geodesic_min/graf_geodesic_min_mu6_n22.png,slike_geodesic_max/graf_max_mu6_n22.png,U?ACKN~O@?A?A??C?@??G??_?@??@???_??G??@?,U?HGK?@?S`?G??OdA?P????C??GGA@G????CG?A?
23,6,276,2202,slike_geodesic_min/graf_geodesic_min_mu6_n23.png,slike_geodesic_max/graf_max_mu6_n23.png,V?ACKN~O@?A?A??C?@??G??_?@??@???_??G??@???C?,V?HGCC@?S`?_C?OdA?@????C???GA@G????KG?A???@?
24,6,300,2507,slike_geodesic_min/graf_geodesic_min_mu6_n24.png,slike_geodesic_max/graf_max_mu6_n24.png,W?ACKN~O@?A?A??C?@??G??_?@??@???_??G??@???C???G,W?HGCC@?S@?_?AOd??@????C??@G?@G?????G?A??@XA?O?
25,6,325,2908,slike_geodesic_min/graf_geodesic_min_mu6_n25.png,slike_geodesic_max/graf_max_mu6_n25.png,X?ACKN~O@?A?A??C?@??G??_?@??@???_??G??@???C???G???G,X?HGCC@?S@?_?AOd???????C?G@G??GA????G?A??@PA?O?G?A?
26,6,351,3286,slike_geodesic_min/graf_geodesic_min_mu6_n26.png,slike_geodesic_max/graf_max_mu6_n26.png,Y?ACKN~O@?A?A??C?@??G??_?@??@???_??G??@???C???G???G???C?,Y?HGCC@?S@?_?AOd????@????G@G??GA????G?A??@PA?O?G?A????G?
27,6,378,3712,slike_geodesic_min/graf_geodesic_min_mu6_n27.png,slike_geodesic_max/graf_max_mu6_n27.png,Z?ACKN~O@?A?A??C?@??G??_?@??@???_??G??@???C???G???G???C???@?,Z?HGCC@?S@?_?AOd????@????G@G??GA???_G?A???PA?O?G?A????GA????
28,6,406,4561,slike_geodesic_min/graf_geodesic_min_mu6_n28.png,slike_geodesic_max/graf_max_mu6_n28.png,[?ACKN~O@?A?A??C?@??G??_?@??@???_??G??@???C???G???G???C???@????G,[?GGCC@?S@?_?A?d?????????G@G??GA???_G?A???PI?Q_G?A????GA???????A
29,6,435,5139,slike_geodesic_min/graf_geodesic_min_mu6_n29.png,slike_geodesic_max/graf_max_mu6_n29.png,\?ACKN~O@?A?A??C?@??G??_?@??@???_??G??@???C???G???G???C???@????G????_,\?GGCC@?S@?_?A?d?????????G@G??GA???_G?A???PI?Q_G?A????GA???????A???@?
30,6,465,5718,slike_geodesic_min/graf_geodesic_min_mu6_n30.png,slike_geodesic_max/graf_max_mu6_n30.png,]?ACKN~O@?A?A??C?@??G??_?@??@???_??G??@???C???G???G???C???@????G????_???@?,]?GGCC@?S@?_?A?d?????????G@G??GA???_G?A???PI?Q_G?A????GA???????A???@????C?
10,7,55,122,slike_geodesic_min/graf_min_mu7_n10.png,slike_geodesic_max/graf_geodesic_max_mu7_n10.png,I?`CSV~G?,I`gwaBGhG
11,7,66,192,slike_geodesic_min/graf_min_mu7_n11.png,slike_geodesic_max/graf_geodesic_max_mu7_n11.png,J?`CSV~G?_?,JiAo?AhAtQ?
12,7,78,226,slike_geodesic_min/graf_min_mu7_n12.png,slike_geodesic_max/graf_geodesic_max_mu7_n12.png,K?`CSV~G?_?A,KrWZ?G?W??OV
13,7,91,293,slike_geodesic_min/graf_min_mu7_n13.png,slike_geodesic_max/graf_geodesic_max_mu7_n13.png,L?`CSV~G?_?A?A,LQHGKO`HQO_?_H
14,7,105,342,slike_geodesic_min/graf_min_mu7_n14.png,slike_geodesic_max/graf_geodesic_max_mu7_n14.png,M?`CSV~G?_?A?A?@?,MQC?C@IGSSg?HOAc?
15,7,120,484,slike_geodesic_min/graf_min_mu7_n15.png,slike_geodesic_max/graf_geodesic_max_mu7_n15.png,N?`CSV~G?_?A?A?@??O,NO?OC@IGSSg?HOac?_?
16,7,136,588,slike_geodesic_min/graf_min_mu7_n16.png,slike_geodesic_max/graf_geodesic_max_mu7_n16.png,O?`CSV~G?_?A?A?@??O?A,OO?OC?IGSCgCGOacA?O_C
17,7,153,735,slike_geodesic_min/graf_min_mu7_n17.png,slike_geodesic_max/graf_geodesic_max_mu7_n17.png,P?`CSV~G?_?A?A?@??O?A??G,PQ?O?_AGCC_CWO_cA?Oo?_C_
18,7,171,881,slike_geodesic_min/graf_min_mu7_n18.png,slike_geodesic_max/graf_geodesic_max_mu7_n18.png,Q?`CSV~G?_?A?A?@??O?A??G??O,QQ?O?_AGCC_CWO_cA?Oo?_C_?C?
19,7,190,1132,slike_geodesic_min/graf_min_mu7_n19.png,slike_geodesic_max/graf_geodesic_max_mu7_n19.png,R?`CSV~G?_?A?A?@??O?A??G??O??O,RQ?O?_KGCC_?WO_cAC??G_C_AC?@??
20,7,210,1332,slike_geodesic_min/graf_min_mu7_n20.png,slike_geodesic_max/graf_geodesic_max_mu7_n20.png,S?`CSV~G?_?A?A?@??O?A??G??O??O??G,SQ?O?_KGCC_?WO_c?C??G_C_AC?`??@??
21,7,231,1551,slike_geodesic_min/graf_min_mu7_n21.png,slike_geodesic_max/graf_geodesic_max_mu7_n21.png,T?`CSV~G?_?A?A?@??O?A??G??O??O??G??A,TQ?O?_KGCC_?WO_c?C?CG_C_?C?`????_?_?
22,7,253,1784,slike_geodesic_min/graf_min_mu7_n22.png,slike_geodesic_max/graf_geodesic_max_mu7_n22.png,U?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O,UQ?O?_KGCC_?WO_c?C?CG_C_?C?`????_?_??G??
23,7,276,2219,slike_geodesic_min/graf_min_mu7_n23.png,slike_geodesic_max/graf_geodesic_max_mu7_n23.png,V?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@?,VQ?O?_KGCC??WO_c?C?CG_C_?C?`??CG??C????G@???
24,7,300,2550,slike_geodesic_min/graf_min_mu7_n24.png,slike_geodesic_max/graf_geodesic_max_mu7_n24.png,W?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@???A,WQ?O?_KGCC_?WO__?C?CG_C_?C?`??CG??????@G???_C??
25,7,325,2927,slike_geodesic_min/graf_min_mu7_n25.png,slike_geodesic_max/graf_geodesic_max_mu7_n25.png,X?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@???A???A,XQ?O?_KGCC_?WO__?C?CG_C_?C?`??CG??????@G???_C???G??
26,7,351,3307,slike_geodesic_min/graf_min_mu7_n26.png,slike_geodesic_max/graf_geodesic_max_mu7_n26.png,Y?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@???A???A???@?,YQ?O?_KWCC??WO__?C?CG_C_?C?`??CG??????@G???_C???G???G???
27,7,378,3733,slike_geodesic_min/graf_min_mu7_n27.png,slike_geodesic_max/graf_geodesic_max_mu7_n27.png,Z?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@???A???A???@????O,ZQ?O?_KWCC??WO__?C?CG_C_?C?`??CG??????@G???_C????@??G???C???
28,7,406,4658,slike_geodesic_min/graf_min_mu7_n28.png,slike_geodesic_max/graf_geodesic_max_mu7_n28.png,[?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@???A???A???@????O???A,[Q?O?_KWSC??O?__???CG_C????`??CG?????G???G?@??A??@I?G?@???@??@?G
29,7,435,5923,slike_geodesic_min/graf_min_mu7_n29.png,slike_geodesic_max/graf_geodesic_max_mu7_n29.png,\?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@???A???A???@????O???A????G,\QCO?_KWSC??O?__???CG_C????`??CG???_?G???G????a???A?G?@???@??@?G?@???
30,7,465,7003,slike_geodesic_min/graf_min_mu7_n30.png,slike_geodesic_max/graf_geodesic_max_mu7_n30.png,]?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@???A???A???@????O???A????G????O,]QCO?_KWSC????__???CG_C????`??CK?????G???G????e???A?G?@???@??@@??@?????C??
10,8,55,127,slike_geodesic_min/graf_min_mu8_n10.png,slike_geodesic_max/graf_geodesic_max_mu8_n10.png,ICOccf~O?,I?ovfbo_?
11,8,66,170,slike_geodesic_min/graf_min_mu8_n11.png,slike_geodesic_max/graf_geodesic_max_mu8_n11.png,JCOccf~O??_,Jq@`RAFS@P?
12,8,78,254,slike_geodesic_min/graf_min_mu8_n12.png,slike_geodesic_max/graf_geodesic_max_mu8_n12.png,KCOccf~O??_@,KLi?JoAOCCB`
13,8,91,326,slike_geodesic_min/graf_min_mu8_n13.png,slike_geodesic_max/graf_geodesic_max_mu8_n13.png,LCOccf~O??_@?@,LQ_gggOOIEDW_?
14,8,105,395,slike_geodesic_min/graf_min_mu8_n14.png,slike_geodesic_max/graf_geodesic_max_mu8_n14.png,MCOccf~O??_@?@??_,MQ_ggh?OAEDW_?OO?
15,8,120,581,slike_geodesic_min/graf_min_mu8_n15.png,slike_geodesic_max/graf_geodesic_max_mu8_n15.png,NCOccf~O??_@?@??_?G,NQ_ggh??IEDW_?OC?A?
16,8,136,712,slike_geodesic_min/graf_min_mu8_n16.png,slike_geodesic_max/graf_geodesic_max_mu8_n16.png,OCOccf~O??_@?@??_?G?@,OQ_ggg??IEDW_?OCGA??_
17,8,153,844,slike_geodesic_min/graf_min_mu8_n17.png,slike_geodesic_max/graf_geodesic_max_mu8_n17.png,PCOccf~O??_@?@??_?G?@??C,PQ_Ggg??IE@W`@?CGA??_OC?
18,8,171,1067,slike_geodesic_min/graf_min_mu8_n18.png,slike_geodesic_max/graf_geodesic_max_mu8_n18.png,QCOccf~O??_@?@??_?G?@??C??G,QQ_Ggi??AE@W`@?CGA@??OC??O?
19,8,190,1263,slike_geodesic_min/graf_min_mu8_n19.png,slike_geodesic_max/graf_geodesic_max_mu8_n19.png,RCOccf~O??_@?@??_?G?@??C??G??G,RQ_Ggi??AE@W`@?CGA??_OC??OC???
20,8,210,1474,slike_geodesic_min/graf_min_mu8_n20.png,slike_geodesic_max/graf_geodesic_max_mu8_n20.png,SCOccf~O??_@?@??_?G?@??C??G??G??C,SQ_Ggi??AE@W`@?CGA??_OC??OC??C???
21,8,231,1800,slike_geodesic_min/graf_min_mu8_n21.png,slike_geodesic_max/graf_geodesic_max_mu8_n21.png,TCOccf~O??_@?@??_?G?@??C??G??G??C??@,TA_Ggi??AE?W`@OC????_OC???P@@??_A??A
22,8,253,2118,slike_geodesic_min/graf_min_mu8_n22.png,slike_geodesic_max/graf_geodesic_max_mu8_n22.png,UCOccf~O??_@?@??_?G?@??C??G??G??C??@???G,UA_Ggi??AE?W`@OC????_OC???P@@??_A??AG???
23,8,276,2468,slike_geodesic_min/graf_min_mu8_n23.png,slike_geodesic_max/graf_geodesic_max_mu8_n23.png,VCOccf~O??_@?@??_?G?@??C??G??G??C??@???G???_,VA_Ggi??AE?G`@?C????_OC???P@@A?_A??AG??A?_??
24,8,300,3348,slike_geodesic_min/graf_min_mu8_n24.png,slike_geodesic_max/graf_geodesic_max_mu8_n24.png,WCOccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@,WA_Ggi??AE??`??C????gOC???P@@A?_A??AG?GA?_????A
25,8,325,4035,slike_geodesic_min/graf_min_mu8_n25.png,slike_geodesic_max/graf_geodesic_max_mu8_n25.png,XCOccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@,XA_Ggi??AE??`??C????gOC???@@@A?_A??AG?HA?_????A??O?
26,8,351,4723,slike_geodesic_min/graf_min_mu8_n26.png,slike_geodesic_max/graf_geodesic_max_mu8_n26.png,YCOccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_,YA_Ggi??AE?A`??C????_OC???@@@A?_A??AG?H???G???A??O?OC???
27,8,378,5412,slike_geodesic_min/graf_min_mu8_n27.png,slike_geodesic_max/graf_geodesic_max_mu8_n27.png,ZCOccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G,ZA_Ggi??AE?A`??C????_OC???@@@A?_A??AG?H???G???A???COC???A???
28,8,406,6174,slike_geodesic_min/graf_min_mu8_n28.png,slike_geodesic_max/graf_geodesic_max_mu8_n28.png,[COccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@,[A_Ggi??AE?A`??C????_OC???@@@A?_A??AG?H???G???A???COC???A????_??
29,8,435,6960,slike_geodesic_min/graf_min_mu8_n29.png,slike_geodesic_max/graf_geodesic_max_mu8_n29.png,\COccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C,\A_Ggi??AE?A`??C????_OC???@@@A?_A??AG?H???G???A???COC???A????_?????@?
30,8,465,8073,slike_geodesic_min/graf_min_mu8_n30.png,slike_geodesic_max/graf_geodesic_max_mu8_n30.png,]COccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C????G,]A_Ggi??AE?A`??C????_OC???@@@??Ga??AG?H???G???????DOC??????????_???@???@?_
